Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status,YYYY,Month,DD,hr
1/2/2018 9:00,99999,-15,13.1,19.3,33,573,16.9,26,384,2018,01,02,09
1/2/2018 10:00,99999,27,16.6,19.3,31,573,20.9,19,0,2018,01,02,10
1/2/2018 11:00,6693,37,16.6,20.9,27,572,27.6,12,0,2018,01,02,11
1/2/2018 12:00,34,35,16.6,21.8,24,572,29.9,10,0,2018,01,02,12
1/2/2018 13:00,25,14,16.6,22.7,23,572,31.1,9,0,2018,01,02,13
1/4/2018 10:00,99999,-15,14.7,20.1,35,574,19.1,25,384,2018,01,04,10
1/4/2018 11:00,96667,24,16.6,20.7,37,574,22.8,21,0,2018,01,04,11
1/4/2018 12:00,33,42,16.6,21.7,38,573,28.9,16,0,2018,01,04,12
1/4/2018 13:00,33,37,16.6,22.2,33,573,30.6,13,0,2018,01,04,13
1/4/2018 14:00,39,42,16.6,23.7,29,572,31.9,12,0,2018,01,04,14
1/4/2018 15:00,34,43,16.6,23.2,31,572,32.4,12,0,2018,01,04,15
1/4/2018 16:00,38,40,16.6,23.1,30,572,30.9,13,0,2018,01,04,16
1/4/2018 17:00,43,41,16.6,22.3,31,572,30.2,13,0,2018,01,04,17
1/4/2018 18:00,27,24,16.6,19.6,36,572,27.8,14,0,2018,01,04,18
1/4/2018 19:00,28,44,16.6,17.9,41,573,25.5,17,0,2018,01,04,19
1/4/2018 20:00,36,33,16.6,17.1,45,573,24.2,19,0,2018,01,04,20
1/4/2018 21:00,41,57,16.6,16,50,574,23.4,20,0,2018,01,04,21
1/4/2018 22:00,101,158,16.6,15.1,54,574,22.6,21,0,2018,01,04,22
1/4/2018 23:00,136,136,16.6,14.5,56,574,22.1,21,0,2018,01,04,23
1/5/2018 0:00,112,103,16.6,14,57,573,21.6,22,0,2018,01,05,00
1/5/2018 1:00,97,101,16.6,13.3,59,573,21.1,23,0,2018,01,05,01
1/5/2018 2:00,78,66,16.6,13.2,58,573,20.7,23,0,2018,01,05,02
1/5/2018 3:00,57,55,16.6,13.6,56,572,20.9,23,0,2018,01,05,03
1/5/2018 4:00,53,67,16.6,14.1,54,573,21.4,22,0,2018,01,05,04
1/5/2018 5:00,81,101,16.6,14.1,55,573,21.8,21,0,2018,01,05,05
1/5/2018 6:00,90,97,16.6,14,58,573,21.9,22,0,2018,01,05,06
1/5/2018 7:00,82,98,16.6,14,58,574,21.8,22,0,2018,01,05,07
1/5/2018 8:00,115,132,16.6,14.6,57,574,22.1,21,0,2018,01,05,08
1/5/2018 10:00,99999,99,16.2,18,47,574,19.3,28,384,2018,01,05,10
1/5/2018 11:00,43364,48,16.6,20,40,573,25.1,19,0,2018,01,05,11
1/5/2018 12:00,40,41,16.6,21.6,35,573,29.1,15,0,2018,01,05,12
1/5/2018 13:00,33,25,16.6,22.6,31,572,31,13,0,2018,01,05,13
1/5/2018 14:00,20,31,16.6,23.1,29,571,32,12,0,2018,01,05,14
1/5/2018 15:00,26,25,16.6,23.1,29,571,32.2,11,0,2018,01,05,15
1/5/2018 16:00,25,24,16.6,22.1,31,571,31.3,12,0,2018,01,05,16
1/5/2018 17:00,20,21,16.6,20.4,35,572,29.3,14,0,2018,1,05,17
1/5/2018 18:00,21,24,16.7,18.2,39,572,26.6,15,0,2018,01,05,18
1/5/2018 19:00,21,26,16.6,17,41,572,24.8,17,0,2018,01,05,19
1/5/2018 20:00,22,38,16.6,16.5,44,573,24,18,0,2018,01,05,20
1/5/2018 21:00,36,30,16.6,15.9,46,573,23.6,19,0,2018,01,05,21
1/5/2018 22:00,26,27,16.6,15.5,47,573,23.1,19,0,2018,01,05,22
1/5/2018 23:00,26,31,16.6,14.7,51,573,22.6,20,0,2018,01,05,23
1/6/2018 0:00,41,43,16.6,14.1,55,573,22.1,22,0,2018,01,06,00
1/6/2018 1:00,34,25,16.6,13.9,56,572,22.1,22,0,2018,01,06,01
1/6/2018 2:00,15,25,16.6,13.8,57,572,21.9,22,0,2018,01,06,02
1/6/2018 3:00,29,31,16.6,14,56,572,22,22,0,2018,01,06,03
1/6/2018 4:00,34,34,16.6,14,57,572,22.2,22,0,2018,01,06,04
1/6/2018 5:00,38,41,16.6,13.7,60,572,22,23,0,2018,01,06,05
1/6/2018 6:00,61,94,16.6,13.2,62,572,21.6,23,0,2018,01,06,06
1/6/2018 7:00,78,74,16.6,13.7,60,573,21.6,23,0,2018,01,06,07
1/6/2018 8:00,68,52,16.6,14.8,58,574,22.3,23,0,2018,01,06,08
1/6/2018 9:00,46,47,16.6,17.1,48,574,24.9,19,0,2018,01,06,09
1/6/2018 10:00,43,44,16.6,19.1,39,574,27.5,15,0,2018,01,06,10
1/6/2018 11:00,35,31,16.6,20.5,35,573,29,14,0,2018,01,06,11
1/6/2018 12:00,33,38,16.6,21.8,33,572,30.2,13,0,2018,01,06,12
1/6/2018 13:00,37,51,16.6,22.9,32,572,31.7,13,0,2018,01,06,13
1/6/2018 14:00,42,33,16.7,22.7,33,571,32.2,12,0,2018,01,06,14
1/6/2018 15:00,24,24,16.6,22,34,571,30.7,13,0,2018,01,06,15
1/6/2018 16:00,25,27,16.6,21.8,34,571,29.9,14,0,2018,01,06,16
1/6/2018 17:00,25,28,16.6,20.9,37,572,29.1,15,0,2018,01,06,17
1/6/2018 18:00,23,21,16.7,18.7,44,572,27.1,17,0,2018,01,06,18
1/6/2018 19:00,36,61,16.6,17.4,49,573,25.1,20,0,2018,01,06,19
1/6/2018 20:00,49,42,16.6,16.6,51,573,24.2,21,0,2018,01,06,20
1/6/2018 21:00,35,33,16.6,15.9,56,573,23.5,23,0,2018,01,06,21
1/8/2018 14:00,99999,14,16.2,23.5,38,572,24.6,23,384,2018,01,08,14
1/8/2018 15:00,45000,6,16.6,22.6,39,572,28.4,18,0,2018,01,08,15
1/8/2018 16:00,25,41,16.6,22,42,572,29.4,17,0,2018,01,08,16
1/8/2018 17:00,35,31,16.6,20.6,49,573,28.4,20,0,2018,01,08,17
1/8/2018 18:00,29,24,16.6,19.1,56,573,26.8,22,0,2018,01,08,18
1/8/2018 19:00,19,21,16.6,17.5,63,574,25.3,25,0,2018,01,08,19
1/8/2018 20:00,22,27,16.6,16.8,68,574,24.1,28,0,2018,01,08,20
1/8/2018 21:00,25,20,16.6,16.3,69,574,23.6,28,0,2018,01,08,21
1/8/2018 22:00,18,17,16.6,15.7,71,574,22.9,29,0,2018,01,08,22
1/8/2018 23:00,18,14,16.6,15.3,72,574,22.2,30,0,2018,01,08,23
1/9/2018 0:00,14,20,16.6,15,73,574,21.9,30,0,2018,01,09,00
1/9/2018 1:00,18,14,16.6,14.6,76,573,21.7,31,0,2018,01,09,01
1/9/2018 2:00,13,18,16.6,14.5,77,573,21.6,31,0,2018,01,09,02
1/9/2018 3:00,21,26,16.6,13.5,80,573,21.4,31,0,2018,01,09,03
1/9/2018 4:00,26,25,16.6,13.4,80,573,20.8,32,0,2018,01,09,04
1/9/2018 5:00,29,33,16.6,13.5,80,573,21.2,31,0,2018,01,09,05
1/9/2018 6:00,33,38,16.6,13.6,80,574,21.2,31,0,2018,01,09,06
1/9/2018 7:00,50,72,16.6,14.2,77,574,21.4,30,0,2018,01,09,07
1/9/2018 8:00,65,57,16.6,15,73,575,21.9,30,0,2018,01,09,08
1/9/2018 9:00,40,35,16.6,16.1,68,575,22.7,28,0,2018,01,09,09
1/9/2018 10:00,35,34,16.6,18.1,59,574,24.7,25,0,2018,01,09,10
1/9/2018 11:00,98333,42,16,19.5,53,574,27.2,21,768,2018,01,09,11
1/9/2018 12:00,16698,36,16.6,19.7,53,573,29.1,19,0,2018,01,09,12
1/9/2018 13:00,33,35,16.6,20.3,52,573,29.2,20,0,2018,01,09,13
1/9/2018 14:00,38,38,16.6,21.3,48,572,30.6,18,0,2018,01,09,14
1/9/2018 15:00,35,36,16.6,20.7,49,572,30.2,18,0,2018,01,09,15
1/9/2018 16:00,35,31,16.6,20.3,52,573,28.9,20,0,2018,01,09,16
1/9/2018 17:00,32,36,16.6,19.7,56,573,28.1,21,0,2018,01,09,17
1/9/2018 18:00,32,37,16.6,18.6,61,573,26.9,23,0,2018,01,09,18
1/9/2018 19:00,33,27,16.6,17.3,68,574,25.7,26,0,2018,01,09,19
1/9/2018 20:00,30,37,16.6,16.9,71,574,25.2,27,0,2018,01,09,20
1/9/2018 21:00,40,38,16.6,16.3,75,575,24.7,28,0,2018,01,09,21
1/9/2018 22:00,41,39,16.6,16,76,575,24.5,28,0,2018,01,09,22
1/9/2018 23:00,23,18,16.6,15.4,78,574,23.9,29,0,2018,01,09,23
1/10/2018 0:00,15,20,16.6,15.2,78,574,23.4,30,0,2018,01,10,00
1/10/2018 1:00,22,20,16.6,15,78,574,23.1,30,0,2018,01,10,01
1/10/2018 2:00,24,23,16.6,14.8,79,573,23,30,0,2018,01,10,02
1/10/2018 3:00,23,22,16.6,14.2,83,573,22.9,31,0,2018,01,10,03
1/10/2018 4:00,19,25,16.6,14.1,84,573,22.7,31,0,2018,01,10,04
1/10/2018 5:00,27,27,16.6,13.6,86,574,22.3,31,0,2018,01,10,05
1/10/2018 6:00,26,36,16.6,13.6,84,574,22.1,31,0,2018,01,10,06
1/10/2018 7:00,43,48,16.6,13.9,83,574,22.3,30,0,2018,01,10,07
1/10/2018 8:00,35,38,16.6,14.1,83,575,22.4,31,0,2018,01,10,08
1/10/2018 9:00,47,59,16.6,14.9,81,575,22.7,30,0,2018,01,10,09
1/10/2018 10:00,44,39,16.6,16.4,73,575,24.2,28,0,2018,01,10,10
1/10/2018 11:00,34,41,16.6,17.6,66,574,26.3,24,0,2018,01,10,11
1/10/2018 12:00,37,31,16.6,17.5,66,574,26.7,24,0,2018,01,10,12
1/10/2018 13:00,24,29,16.6,18.5,61,573,27.2,23,0,2018,01,10,13
1/10/2018 14:00,33,36,16.6,20.3,54,573,29,20,0,2018,01,10,14
1/10/2018 15:00,39,43,16.6,20.3,53,573,30,19,0,2018,01,10,15
1/10/2018 16:00,38,34,16.6,19.6,56,573,29,20,0,2018,01,10,16
1/10/2018 17:00,36,45,16.6,18.9,58,573,27.8,21,0,2018,01,10,17
1/10/2018 18:00,41,43,16.6,18,63,573,26.5,23,0,2018,01,10,18
1/10/2018 19:00,40,38,16.6,17.1,66,574,25.4,25,0,2018,01,10,19
1/10/2018 20:00,33,31,16.6,16.1,70,574,24.6,26,0,2018,01,10,20
1/10/2018 21:00,29,22,16.6,15.6,70,574,23.6,27,0,2018,01,10,21
1/10/2018 22:00,25,26,16.6,14.7,75,574,22.8,29,0,2018,01,10,22
1/10/2018 23:00,33,42,16.6,13.4,82,574,21.9,30,0,2018,01,10,23
1/11/2018 0:00,33,31,16.6,12.2,86,574,20.8,31,0,2018,01,11,00
1/11/2018 1:00,30,30,16.6,11.7,88,573,20,33,0,2018,01,11,01
1/11/2018 2:00,30,29,16.6,12.1,87,573,20.2,33,0,2018,01,11,02
1/11/2018 3:00,27,24,16.6,12.9,82,573,21,32,0,2018,01,11,03
1/11/2018 4:00,22,26,16.6,13.2,81,573,21.4,31,0,2018,01,11,04
1/11/2018 5:00,28,19,16.6,13.1,80,573,21.5,30,0,2018,01,11,05
1/11/2018 6:00,15,20,16.6,13,81,574,21.2,31,0,2018,01,11,06
1/11/2018 7:00,22,29,16.6,13.3,79,574,21.3,30,0,2018,01,11,07
1/11/2018 8:00,41,56,16.6,14.5,74,575,22.3,28,0,2018,01,11,08
1/11/2018 9:00,44,45,16.6,16.4,65,575,24.5,25,0,2018,01,11,09
1/11/2018 10:00,40,41,16.6,18.5,56,574,26.8,21,0,2018,01,11,10
1/11/2018 11:00,42,36,16.6,20.2,51,574,28.6,20,0,2018,01,11,11
1/11/2018 12:00,29,31,16.6,20.7,51,574,29.6,19,0,2018,01,11,12
1/11/2018 13:00,31,30,16.6,21.1,50,573,30.5,18,0,2018,01,11,13
1/11/2018 14:00,34,35,16.6,21.8,48,573,30.7,18,0,2018,01,11,14
1/11/2018 15:00,35,36,16.6,22.3,46,572,31,17,0,2018,01,11,15
1/11/2018 16:00,32,36,16.6,22.7,44,572,30.9,17,0,2018,01,11,16
1/11/2018 17:00,33,31,16.6,21.1,50,573,29.8,19,0,2018,01,11,17
1/11/2018 18:00,26,25,16.6,18.2,61,573,26.9,23,0,2018,01,11,18
1/11/2018 19:00,25,26,16.6,16.5,68,573,24.5,26,0,2018,01,11,19
1/11/2018 20:00,23,28,16.6,15.5,72,574,23,29,0,2018,01,11,20
1/11/2018 21:00,22,26,16.6,14.9,76,574,22.2,30,0,2018,01,11,21
1/11/2018 22:00,21,22,16.6,14.7,78,575,21.8,32,0,2018,01,11,22
1/11/2018 23:00,18,19,16.6,14.4,79,574,21.5,32,0,2018,01,11,23
1/12/2018 0:00,22,20,16.6,13.9,80,574,21.2,32,0,2018,01,12,00
1/12/2018 1:00,18,17,16.6,13.1,83,574,20.5,33,0,2018,01,12,01
1/12/2018 2:00,17,23,16.6,13.4,83,574,20.6,33,0,2018,01,12,02
1/12/2018 3:00,24,26,16.6,12.8,85,573,20.7,32,0,2018,01,12,03
1/12/2018 4:00,28,36,16.6,12.4,86,573,20,34,0,2018,01,12,04
1/12/2018 5:00,39,55,16.6,11.8,87,574,19.4,34,0,2018,01,12,05
1/12/2018 6:00,58,80,16.6,11.7,88,574,19,34,0,2018,01,12,06
1/12/2018 7:00,103,140,16.6,12.9,83,575,19.7,33,0,2018,01,12,07
1/12/2018 8:00,100,76,16.6,15.2,72,575,21.9,29,0,2018,01,12,08
1/12/2018 9:00,58,56,16.6,16.8,63,575,24.7,24,0,2018,01,12,09
1/12/2018 10:00,44,39,16.6,18.1,57,575,26.2,22,0,2018,01,12,10
1/12/2018 11:00,37,36,16.6,19.9,49,574,27.8,19,0,2018,01,12,11
1/12/2018 12:00,36,37,16.6,21.2,44,574,29.2,17,0,2018,01,12,12
1/12/2018 13:00,29,28,16.6,22.6,39,573,30.7,16,0,2018,01,12,13
1/12/2018 14:00,29,34,16.6,22.8,39,573,31.6,15,0,2018,01,12,14
1/12/2018 15:00,30,31,16.6,22.6,40,572,31.8,15,0,2018,01,12,15
1/12/2018 16:00,32,28,16.6,22.5,41,572,31.1,16,0,2018,01,12,16
1/12/2018 17:00,31,30,16.6,20.7,44,573,29.7,16,0,2018,01,12,17
1/12/2018 18:00,27,28,16.7,18,51,573,26.6,19,0,2018,01,12,18
1/12/2018 19:00,26,32,16.6,16.5,59,574,24.4,23,0,2018,01,12,19
1/12/2018 20:00,31,32,16.6,15.5,63,574,23,25,0,2018,01,12,20
1/12/2018 21:00,36,44,16.6,14.8,66,574,22.3,26,0,2018,01,12,21
1/12/2018 22:00,43,47,16.6,13.9,69,574,21.5,27,0,2018,01,12,22
1/12/2018 23:00,48,50,16.6,12.7,73,574,20.6,28,0,2018,01,12,23
1/13/2018 0:00,47,49,16.6,12.1,75,574,19.7,29,0,2018,01,13,00
1/13/2018 1:00,48,57,16.6,11.6,77,573,19.2,30,0,2018,01,13,01
1/13/2018 2:00,70,85,16.6,11,79,573,18.7,31,0,2018,01,13,02
1/13/2018 3:00,74,73,16.6,10.7,79,573,18.2,31,0,2018,01,13,03
1/13/2018 4:00,81,98,16.6,10.1,81,573,17.7,30,0,2018,01,13,04
1/13/2018 5:00,96,114,16.6,9.9,82,573,17.5,30,0,2018,01,13,05
1/15/2018 11:00,99999,34,16,20.6,15,574,20.7,12,384,2018,01,15,11
1/15/2018 12:00,65007,17,16.6,21.8,13,573,25.4,8,0,2018,01,15,12
1/15/2018 13:00,16,17,16.6,22.5,11,573,29.5,5,0,2018,01,15,13
1/15/2018 14:00,9,-5,16.6,23.3,10,572,31,5,0,2018,01,15,14
1/15/2018 15:00,1,15,16.6,23.1,11,572,31.6,5,0,2018,01,15,15
1/15/2018 16:00,14,13,16.6,22.4,13,572,30.9,6,0,2018,01,15,16
1/15/2018 17:00,11,15,16.6,21.2,17,573,29.4,7,0,2018,01,15,17
1/15/2018 18:00,13,16,16.6,18.8,21,573,26.9,9,0,2018,01,15,18
1/15/2018 19:00,15,21,16.6,16.7,26,574,24.3,11,0,2018,01,15,19
1/15/2018 20:00,28,36,16.6,15.4,30,574,22.7,13,0,2018,01,15,20
1/15/2018 21:00,42,97,16.6,14.1,34,574,21.6,14,0,2018,01,15,21
1/15/2018 22:00,98,87,16.6,13.2,36,574,20.7,15,0,2018,01,15,22
1/15/2018 23:00,82,90,16.6,12.4,38,574,19.9,16,0,2018,01,15,23
1/16/2018 0:00,88,81,16.6,11.4,40,574,19,16,0,2018,01,16,00
1/16/2018 1:00,59,52,16.6,10.8,41,574,18.3,17,0,2018,01,16,01
1/16/2018 2:00,48,50,16.6,10.3,43,573,17.7,18,0,2018,01,16,02
1/16/2018 3:00,44,44,16.6,10,44,573,17.3,18,0,2018,01,16,03
1/16/2018 4:00,51,68,16.6,9.9,43,573,17,18,0,2018,01,16,04
1/16/2018 5:00,53,44,16.6,9.9,40,573,16.8,17,0,2018,01,16,05
1/16/2018 6:00,49,77,16.6,10,37,574,16.8,16,0,2018,01,16,06
1/16/2018 7:00,104,162,16.6,13.1,28,574,18.1,13,0,2018,01,16,07
1/16/2018 8:00,106,65,16.7,16.2,22,574,22.3,10,0,2018,01,16,08
1/16/2018 9:00,60,65,16.6,17.5,21,574,25.1,9,0,2018,01,16,09
1/16/2018 10:00,52,41,16.6,19.1,17,574,26.9,8,0,2018,01,16,10
1/16/2018 11:00,38,39,16.6,20.6,16,574,28.3,7,0,2018,01,16,11
1/16/2018 12:00,28,28,16.6,22.5,14,573,29.8,6,0,2018,01,16,12
1/16/2018 13:00,29,31,16.6,23.4,14,573,31.1,6,0,2018,01,16,13
1/16/2018 14:00,29,28,16.6,24.1,14,572,32.1,6,0,2018,01,16,14
1/16/2018 15:00,23,30,16.6,24.9,13,572,32.6,6,0,2018,01,16,15
1/16/2018 16:00,28,29,16.6,24.5,14,572,32.5,6,0,2018,01,16,16
1/16/2018 17:00,35,29,16.6,23.2,16,572,31.1,7,0,2018,01,16,17
1/16/2018 18:00,23,18,16.6,20.4,21,573,28.5,9,0,2018,01,16,18
1/16/2018 19:00,17,20,16.6,17.8,29,573,25.5,12,0,2018,01,16,19
1/16/2018 20:00,16,18,16.6,16.6,32,574,23.6,14,0,2018,01,16,20
1/16/2018 21:00,49,125,16.6,15.2,37,574,22.7,15,0,2018,01,16,21
1/16/2018 22:00,117,98,16.6,14.2,41,574,21.7,16,0,2018,01,16,22
1/16/2018 23:00,106,118,16.6,13.4,45,574,21,17,0,2018,01,16,23
1/17/2018 0:00,108,103,16.6,12.5,46,573,20.2,18,0,2018,01,17,00
1/17/2018 1:00,84,54,16.6,12,47,573,19.4,19,0,2018,01,17,01
1/17/2018 2:00,53,56,16.6,11.6,48,573,18.9,20,0,2018,01,17,02
1/17/2018 3:00,47,54,16.6,11.3,48,573,18.6,20,0,2018,01,17,03
1/17/2018 4:00,48,45,16.6,11.4,46,572,18.4,19,0,2018,01,17,04
1/17/2018 5:00,55,71,16.6,11.3,45,573,18.3,18,0,2018,01,17,05
1/17/2018 6:00,89,132,16.6,10.9,47,573,18.2,18,0,2018,01,17,06
1/17/2018 7:00,165,220,16.6,12.7,42,573,18.8,18,0,2018,01,17,07
1/17/2018 8:00,132,90,16.6,16.3,32,574,22.3,14,0,2018,01,17,08
1/17/2018 9:00,69,58,16.6,18.3,29,574,25.6,12,0,2018,01,17,09
1/17/2018 10:00,44,39,16.6,20.4,24,574,27.9,10,0,2018,01,17,10
1/17/2018 11:00,30,33,16.6,21.7,21,573,29.6,9,0,2018,01,17,11
1/17/2018 12:00,34,37,16.6,22.6,21,573,30.5,9,0,2018,01,17,12
1/17/2018 13:00,36,38,16.6,23.5,20,572,31.4,9,0,2018,01,17,13
1/17/2018 14:00,39,36,16.6,24.4,19,572,32.3,8,0,2018,01,17,14
1/17/2018 15:00,31,29,16.6,24.7,19,571,32.8,8,0,2018,01,17,15
1/17/2018 16:00,31,27,16.6,24.6,20,571,32.6,8,0,2018,01,17,16
1/17/2018 17:00,24,23,16.6,23.5,21,571,31.3,9,0,2018,01,17,17
1/17/2018 18:00,27,32,16.6,21.7,24,572,29.1,10,0,2018,01,17,18
1/17/2018 19:00,25,27,16.6,19.8,28,572,27.1,12,0,2018,01,17,19
1/17/2018 20:00,33,49,16.6,18.1,33,573,25.5,14,0,2018,01,17,20
1/17/2018 21:00,81,151,16.6,16.8,38,573,24.3,15,0,2018,01,17,21
1/17/2018 22:00,130,111,16.6,16.3,38,573,23.4,15,0,2018,01,17,22
1/17/2018 23:00,104,95,16.6,15.4,40,573,22.7,16,0,2018,01,17,23
1/18/2018 0:00,92,97,16.6,14.3,43,573,22,17,0,2018,01,18,00
1/18/2018 1:00,74,69,16.6,13.7,43,572,21.1,17,0,2018,01,18,01
1/18/2018 2:00,61,70,16.6,13.9,39,572,20.8,17,0,2018,01,18,02
1/18/2018 3:00,64,49,16.6,13.2,41,572,20.3,17,0,2018,01,18,03
1/18/2018 4:00,46,56,16.6,12.9,41,572,20,17,0,2018,01,18,04
1/18/2018 5:00,64,79,16.6,12.7,40,572,19.7,17,0,2018,01,18,05
1/18/2018 6:00,86,115,16.6,12.7,40,572,19.5,16,0,2018,01,18,06
1/18/2018 7:00,150,195,16.6,15.2,34,573,20.4,15,0,2018,01,18,07
1/18/2018 8:00,136,106,16.7,17.3,31,573,24,13,0,2018,01,18,08
1/18/2018 9:00,69,60,16.6,19.3,28,573,26.5,12,0,2018,01,18,09
1/18/2018 10:00,46,34,16.6,21.6,23,573,29,10,0,2018,01,18,10
1/18/2018 11:00,29,27,16.6,22.9,22,573,30.8,9,0,2018,01,18,11
1/18/2018 12:00,26,34,16.6,23.4,21,572,31.5,9,0,2018,01,18,12
1/18/2018 13:00,30,32,16.7,24.2,21,572,32.1,9,0,2018,01,18,13
1/18/2018 14:00,31,33,16.6,25.1,20,571,33.1,8,0,2018,01,18,14
1/18/2018 15:00,27,24,16.6,25.2,19,571,33.5,8,0,2018,01,18,15
1/18/2018 16:00,22,21,16.6,24.8,19,571,33,8,0,2018,01,18,16
1/18/2018 17:00,23,22,16.6,24.1,19,572,32,8,0,2018,01,18,17
1/18/2018 18:00,22,25,16.6,22,23,572,29.7,10,0,2018,01,18,18
1/18/2018 19:00,26,34,16.6,20.3,27,572,27.6,12,0,2018,01,18,19
1/18/2018 20:00,49,70,16.6,18.7,31,573,26.2,13,0,2018,01,18,20
1/18/2018 21:00,69,83,16.6,17.6,34,573,25.1,14,0,2018,01,18,21
1/18/2018 22:00,77,88,16.6,16.8,36,573,24.2,15,0,2018,01,18,22
1/18/2018 23:00,115,135,16.6,15.9,39,573,23.4,16,0,2018,01,18,23
1/19/2018 0:00,119,119,16.6,15.3,41,573,22.7,16,0,2018,01,19,00
1/19/2018 1:00,96,86,16.6,14.3,44,573,21.9,17,0,2018,01,19,01
1/19/2018 2:00,73,55,16.6,13.8,44,572,21.2,18,0,2018,01,19,02
1/19/2018 3:00,43,41,16.6,13.5,44,572,20.8,18,0,2018,01,19,03
1/19/2018 4:00,39,44,16.6,13.2,45,572,20.4,19,0,2018,01,19,04
1/19/2018 5:00,45,52,16.6,13.4,44,572,20.3,18,0,2018,01,19,05
1/19/2018 6:00,59,80,16.6,13.5,43,573,20.5,18,0,2018,01,19,06
1/19/2018 7:00,135,226,16.6,14.6,41,573,20.8,17,0,2018,01,19,07
1/19/2018 8:00,165,131,16.6,17.5,35,573,23.6,15,0,2018,01,19,08
1/19/2018 9:00,69,28,16.6,19.5,30,573,26.8,13,0,2018,01,19,09
1/19/2018 10:00,20,16,16.6,21,28,573,29,12,0,2018,01,19,10
1/19/2018 11:00,18,21,16.6,22.3,27,573,30.5,11,0,2018,01,19,11
1/19/2018 12:00,21,28,16.6,23.2,26,572,31.4,11,0,2018,01,19,12
1/19/2018 13:00,28,24,16.7,23.9,25,572,32.1,10,0,2018,01,19,13
1/19/2018 14:00,26,29,16.7,24.4,24,572,32.8,10,0,2018,01,19,14
1/19/2018 15:00,29,24,16.7,25.3,23,572,33.3,10,0,2018,01,19,15
1/19/2018 16:00,19,19,16.6,24.6,24,572,33,10,0,2018,01,19,16
1/19/2018 17:00,20,23,16.6,24.2,24,572,32,10,0,2018,01,19,17
1/19/2018 18:00,22,23,16.7,22.1,29,572,29.9,12,0,2018,01,19,18
1/19/2018 19:00,21,22,16.6,20.6,34,573,27.8,15,0,2018,01,19,19
1/19/2018 20:00,25,24,16.6,19.6,39,573,27,16,0,2018,01,19,20
1/19/2018 21:00,24,14,16.6,18.4,44,574,25.9,18,0,2018,01,19,21
1/19/2018 22:00,12,24,16.6,18,45,574,25.1,19,0,2018,01,19,22
1/19/2018 23:00,22,15,16.6,17.9,44,574,24.8,19,0,2018,01,19,23
1/20/2018 0:00,12,14,16.6,17.6,46,573,24.5,20,0,2018,01,20,00
1/20/2018 1:00,13,14,16.6,17.4,47,573,24.4,20,0,2018,01,20,01
1/20/2018 2:00,10,11,16.6,16.8,49,573,24.1,20,0,2018,01,20,02
1/20/2018 3:00,13,12,16.6,16.2,51,573,23.6,21,0,2018,01,20,03
1/20/2018 4:00,15,34,16.6,15.6,53,573,23.3,21,0,2018,01,20,04
1/20/2018 5:00,44,40,16.6,14.7,57,573,22.7,22,0,2018,01,20,05
1/20/2018 6:00,40,49,16.6,14.5,57,574,22,23,0,2018,01,20,06
1/20/2018 7:00,41,29,16.6,16.5,52,574,22.5,23,0,2018,01,20,07
1/20/2018 8:00,22,25,16.6,18.1,47,575,25,20,0,2018,01,20,08
1/20/2018 9:00,21,22,16.6,19.1,45,575,26.9,18,0,2018,01,20,09
1/20/2018 10:00,17,18,16.6,20.5,42,575,28.4,17,0,2018,01,20,10
1/20/2018 11:00,29,42,16.6,21.6,39,574,29.8,16,0,2018,01,20,11
1/20/2018 12:00,24,18,16.7,22.6,37,573,30.7,15,0,2018,01,20,12
1/20/2018 13:00,19,19,16.6,23.5,34,573,31.8,14,0,2018,01,20,13
1/20/2018 14:00,15,17,16.7,23.9,33,572,32.5,13,0,2018,01,20,14
1/20/2018 15:00,18,24,16.6,24.5,31,572,33.1,12,0,2018,01,20,15
1/20/2018 16:00,18,15,16.6,24.3,30,572,32.6,12,0,2018,01,20,16
1/20/2018 17:00,19,17,16.7,23.1,32,572,31.4,13,0,2018,01,20,17
1/20/2018 18:00,14,7,16.7,20.5,41,573,28.7,17,0,2018,01,20,18
1/20/2018 19:00,10,19,16.7,18.8,50,573,26.3,21,0,2018,01,20,19
1/20/2018 20:00,21,22,16.6,18.2,52,574,25.2,22,0,2018,01,20,20
1/20/2018 21:00,19,19,16.6,18.1,54,574,24.9,23,0,2018,01,20,21
1/20/2018 22:00,16,16,16.6,17.7,55,574,24.7,23,0,2018,01,20,22
1/20/2018 23:00,15,12,16.6,16.9,59,574,24.1,24,0,2018,01,20,23
1/21/2018 0:00,16,15,16.6,15.8,64,574,23.3,26,0,2018,01,21,00
1/21/2018 1:00,18,15,16.6,15.2,69,574,22.4,28,0,2018,01,21,01
1/21/2018 2:00,12,14,16.6,14.6,72,573,21.8,29,0,2018,01,21,02
1/21/2018 3:00,20,21,16.6,14.1,74,573,21.3,30,0,2018,01,21,03
1/21/2018 4:00,23,25,16.6,13.6,76,573,21,30,0,2018,01,21,04
1/21/2018 5:00,23,31,16.6,13.2,78,574,20.7,31,0,2018,01,21,05
1/21/2018 6:00,38,55,16.6,13.2,77,574,20.4,31,0,2018,01,21,06
1/21/2018 7:00,42,42,16.6,15.3,67,574,21.3,29,0,2018,01,21,07
1/21/2018 8:00,33,19,16.6,17.7,54,575,24.3,23,0,2018,01,21,08
