Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status,YYYY,Month,DD,hr
7/23/2018 18:00,118,151,16.6,17.5,87,572,25.5,32,0,2018,07,23,18
7/23/2018 19:00,151,181,16.6,17.4,87,573,25.8,31,0,2018,07,23,19
7/23/2018 20:00,155,139,16.6,17.3,86,573,25.8,31,0,2018,07,23,20
7/23/2018 21:00,147,178,16.6,17.1,87,574,25.7,31,0,2018,07,23,21
7/23/2018 22:00,162,137,16.6,17.1,87,574,25.7,32,0,2018,07,23,22
7/23/2018 23:00,98,55,16.6,16.6,91,574,25.5,33,0,2018,07,23,23
7/24/2018 0:00,26,13,16.6,15.9,91,574,24.8,34,0,2018,07,24,00
7/24/2018 1:00,14,14,16.6,15.8,92,573,24.7,34,0,2018,07,24,01
7/24/2018 2:00,13,15,16.6,15.8,91,573,24.7,34,0,2018,07,24,02
7/24/2018 3:00,14,17,16.6,15.4,93,573,24.3,34,0,2018,07,24,03
7/24/2018 4:00,20,28,16.6,15.5,93,573,24.3,35,0,2018,07,24,04
7/24/2018 5:00,23,31,16.6,15.7,93,573,24.4,35,0,2018,07,24,05
7/24/2018 6:00,35,40,16.6,15.6,93,574,24.4,34,0,2018,07,24,06
7/24/2018 7:00,50,71,16.6,15.7,95,574,24.2,35,0,2018,07,24,07
7/24/2018 8:00,80,87,16.6,16.5,90,574,24.9,33,0,2018,07,24,08
7/24/2018 9:00,70,56,16.6,18,78,575,26.2,30,0,2018,07,24,09
7/24/2018 10:00,34,22,16.6,19.8,60,574,28.3,23,0,2018,07,24,10
7/24/2018 11:00,22,26,16.6,21,56,574,30.1,21,0,2018,07,24,11
7/24/2018 12:00,24,19,16.6,21.2,54,574,30.8,19,0,2018,07,24,12
7/24/2018 13:00,25,32,16.6,20.7,61,573,30.6,21,0,2018,07,24,13
7/24/2018 14:00,32,31,16.6,21,61,573,30.6,22,0,2018,07,24,14
7/24/2018 15:00,28,33,16.6,20.4,68,573,29.9,24,0,2018,07,24,15
7/24/2018 16:00,31,27,16.6,19.6,69,572,28.7,25,0,2018,07,24,16
7/24/2018 17:00,35,51,16.6,19.2,75,573,27.9,28,0,2018,07,24,17
7/24/2018 18:00,51,48,16.6,18.5,80,573,27.2,29,0,2018,07,24,18
7/24/2018 19:00,45,44,16.6,18.2,74,573,26.4,28,0,2018,07,24,19
7/24/2018 20:00,50,52,16.6,17.2,80,574,25.9,29,0,2018,07,24,20
7/24/2018 21:00,54,65,16.6,16.8,84,574,25.3,31,0,2018,07,24,21
7/24/2018 22:00,57,53,16.6,16.8,84,574,25.2,31,0,2018,07,24,22
7/24/2018 23:00,49,44,16.6,16.6,84,574,25,31,0,2018,07,24,23
7/25/2018 0:00,31,21,16.6,16.5,83,574,24.9,32,0,2018,07,25,00
7/25/2018 1:00,19,21,16.6,16.6,83,573,24.9,32,0,2018,07,25,01
7/25/2018 2:00,25,22,16.6,15.8,90,573,24.7,34,0,2018,07,25,02
7/25/2018 3:00,20,15,16.6,15.6,92,573,24.3,35,0,2018,07,25,03
7/25/2018 4:00,12,21,16.6,15.4,92,574,24.2,35,0,2018,07,25,04
7/25/2018 5:00,23,27,16.6,15.3,94,574,24,35,0,2018,07,25,05
7/25/2018 7:00,99999,58,16.4,15.2,96,574,21.1,43,384,2018,07,25,07
7/25/2018 8:00,15052,84,16.6,16.1,94,574,22.7,39,0,2018,07,25,08
7/25/2018 9:00,68,55,16.6,18.8,75,574,26.1,30,0,2018,07,25,09
7/25/2018 10:00,33,38,16.6,20.7,65,574,29.8,24,0,2018,07,25,10
7/25/2018 11:00,32,34,16.6,21,69,574,31.1,24,0,2018,07,25,11
7/25/2018 12:00,31,27,16.6,20,74,573,31,24,0,2018,07,25,12
7/25/2018 13:00,21,20,16.7,16.7,87,573,27.4,28,0,2018,07,25,13
7/25/2018 14:00,40,51,16.6,19.5,73,573,27.4,29,0,2018,07,25,14
7/25/2018 15:00,54,62,16.6,19.4,70,572,28.1,26,0,2018,07,25,15
7/25/2018 16:00,68,87,16.6,17,82,572,25.8,30,0,2018,07,25,16
7/25/2018 17:00,90,90,16.6,17.2,78,572,24.9,30,0,2018,07,25,17
7/25/2018 18:00,98,121,16.6,17.3,80,573,25.3,30,0,2018,07,25,18
7/25/2018 19:00,93,85,16.6,16.5,90,573,25,33,0,2018,07,25,19
7/25/2018 20:00,78,64,16.6,15.7,90,574,23.9,34,0,2018,07,25,20
7/25/2018 21:00,53,34,16.6,15.1,90,574,23.2,35,0,2018,07,25,21
7/25/2018 22:00,39,55,16.6,14.8,91,574,22.7,36,0,2018,07,25,22
7/25/2018 23:00,55,62,16.6,15,88,574,23.2,34,0,2018,07,25,23
7/26/2018 0:00,53,31,16.6,14.8,90,574,23.3,34,0,2018,07,26,00
7/26/2018 1:00,27,13,16.7,14.4,91,574,22.8,35,0,2018,07,26,01
7/26/2018 2:00,16,21,16.6,14,93,573,21.8,37,0,2018,07,26,02
7/26/2018 3:00,18,17,16.6,14.2,90,573,22,36,0,2018,07,26,03
7/26/2018 4:00,23,34,16.6,14.5,88,573,22.6,34,0,2018,07,26,04
7/26/2018 5:00,36,40,16.6,14.6,92,574,23,35,0,2018,07,26,05
7/26/2018 6:00,37,41,16.6,14.2,96,574,22.4,37,0,2018,07,26,06
7/26/2018 7:00,62,79,16.6,15.3,91,574,22.8,36,0,2018,07,26,07
7/26/2018 8:00,55,53,16.6,17.5,77,574,25.1,31,0,2018,07,26,08
7/26/2018 9:00,69,91,16.6,17.5,82,575,26.3,30,0,2018,07,26,09
7/26/2018 10:00,64,49,16.6,17.4,83,575,26.2,31,0,2018,07,26,10
7/26/2018 11:00,52,39,16.6,19.2,70,574,28,26,0,2018,07,26,11
7/26/2018 12:00,33,34,16.6,21.3,60,574,30.3,22,0,2018,07,26,12
7/26/2018 13:00,35,37,16.6,22.4,59,573,32.4,21,0,2018,07,26,13
7/26/2018 14:00,30,32,16.6,22.3,59,573,33.1,20,0,2018,07,26,14
7/26/2018 15:00,22,19,16.7,21.3,63,573,31.1,22,0,2018,07,26,15
7/26/2018 16:00,25,30,16.6,22.4,60,572,31.4,22,0,2018,07,26,16
7/26/2018 17:00,23,28,16.6,21,68,573,31.1,24,0,2018,07,26,17
7/26/2018 18:00,28,25,16.6,19.9,73,573,29.3,27,0,2018,07,26,18
7/26/2018 19:00,28,31,16.6,19,78,574,27.9,29,0,2018,07,26,19
7/26/2018 20:00,33,37,16.6,18,80,574,26.8,30,0,2018,07,26,20
7/26/2018 21:00,40,40,16.6,17.9,80,574,26.5,30,0,2018,07,26,21
7/26/2018 22:00,42,50,16.6,17.3,83,575,26.1,30,0,2018,07,26,22
7/26/2018 23:00,50,46,16.6,17.7,82,575,26.2,31,0,2018,07,26,23
7/27/2018 0:00,37,33,16.6,17.4,85,575,26.1,32,0,2018,07,27,00
7/27/2018 1:00,36,36,16.6,17.1,87,574,25.9,32,0,2018,07,27,01
7/27/2018 2:00,30,23,16.6,15.8,95,574,24.6,35,0,2018,07,27,02
7/27/2018 3:00,20,20,16.6,15.9,95,574,24.3,36,0,2018,07,27,03
7/27/2018 4:00,21,20,16.6,15.9,94,574,24.5,35,0,2018,07,27,04
7/27/2018 5:00,32,41,16.6,15.9,94,574,24.4,35,0,2018,07,27,05
7/27/2018 6:00,34,29,16.6,15.8,95,574,24.3,36,0,2018,07,27,06
7/27/2018 7:00,39,43,16.6,16,93,575,24.7,35,0,2018,07,27,07
7/27/2018 8:00,41,46,16.6,16.6,89,575,25.2,33,0,2018,07,27,08
7/27/2018 9:00,49,63,16.6,17.6,86,575,25.8,33,0,2018,07,27,09
7/27/2018 10:00,56,49,16.6,19.1,76,575,27.9,28,0,2018,07,27,10
7/27/2018 11:00,43,42,16.6,20.6,69,575,29.6,26,0,2018,07,27,11
7/27/2018 12:00,41,35,16.6,20.8,68,574,31,23,0,2018,07,27,12
7/27/2018 13:00,32,34,16.6,21.8,64,574,31.2,23,0,2018,07,27,13
7/27/2018 14:00,22,11,16.6,22.8,60,573,32.5,22,0,2018,07,27,14
7/27/2018 15:00,21,33,16.6,22.5,61,573,32.5,21,0,2018,07,27,15
7/27/2018 16:00,28,31,16.6,22.3,60,573,31.3,22,0,2018,07,27,16
7/27/2018 17:00,30,37,16.6,21.8,62,573,30.6,23,0,2018,07,27,17
7/27/2018 18:00,38,48,16.6,20.7,67,573,29.4,25,0,2018,07,27,18
7/27/2018 19:00,53,63,16.6,20.1,71,573,28.3,27,0,2018,07,27,19
7/27/2018 20:00,59,55,16.6,19.7,73,574,28.2,27,0,2018,07,27,20
7/27/2018 21:00,51,61,16.6,19,77,574,27.6,29,0,2018,07,27,21
7/27/2018 22:00,50,33,16.6,17.8,83,574,26.9,30,0,2018,07,27,22
7/27/2018 23:00,23,29,16.6,16.6,92,575,25.1,35,0,2018,07,27,23
7/28/2018 0:00,27,20,16.6,16.3,83,574,24.9,31,0,2018,07,28,00
7/28/2018 1:00,24,26,16.6,15.9,87,574,24.6,32,0,2018,07,28,01
7/28/2018 2:00,12,6,16.7,14.3,91,574,23.4,33,0,2018,07,28,02
7/28/2018 3:00,7,11,16.6,14.1,91,574,22.5,35,0,2018,07,28,03
7/28/2018 4:00,18,32,16.6,14.3,92,574,22.7,35,0,2018,07,28,04
7/28/2018 5:00,33,25,16.6,14.7,87,574,22.9,33,0,2018,07,28,05
7/28/2018 6:00,25,37,16.6,15.1,84,574,23.3,32,0,2018,07,28,06
7/28/2018 7:00,43,62,16.6,17.4,73,574,24.9,29,0,2018,07,28,07
7/28/2018 8:00,56,54,16.6,18.6,68,575,27.6,25,0,2018,07,28,08
7/28/2018 9:00,48,43,16.6,18.7,71,575,28.4,25,0,2018,07,28,09
7/28/2018 10:00,66680,99999,5.6,20.1,65,575,29.5,24,512,2018,07,28,10
7/28/2018 11:00,99999,-5,16,20.9,63,574,29.2,24,768,2018,07,28,11
7/28/2018 12:00,15010,22,16.6,21.7,56,574,31.4,20,0,2018,07,28,12
7/28/2018 13:00,19,12,16.6,22.7,55,574,32.4,20,0,2018,07,28,13
7/28/2018 14:00,18,26,16.6,22.4,56,573,32.8,19,0,2018,07,28,14
7/28/2018 15:00,19,21,16.6,22,58,573,31.5,21,0,2018,07,28,15
7/28/2018 16:00,24,26,16.6,21.7,58,572,31.6,21,0,2018,07,28,16
7/28/2018 18:00,99999,42,16.4,16.1,90,573,22.2,39,384,2018,07,28,18
7/28/2018 19:00,99999,124,16.2,15.7,93,574,21.8,41,384,2018,07,28,19
7/28/2018 20:00,51699,59,16.6,15.7,87,574,21.8,38,0,2018,07,28,20
7/28/2018 21:00,69,109,16.6,15.3,92,575,22.8,36,0,2018,07,28,21
7/28/2018 22:00,114,78,16.6,15.5,91,575,23.4,35,0,2018,07,28,22
7/28/2018 23:00,46,21,16.6,14.8,94,575,23.2,36,0,2018,07,28,23
7/29/2018 0:00,16,17,16.6,14.5,92,575,22.9,35,0,2018,07,29,00
7/29/2018 1:00,17,20,16.6,14.5,91,574,23,34,0,2018,07,29,01
7/29/2018 2:00,28,37,16.6,14.6,92,574,23.1,35,0,2018,07,29,02
7/29/2018 3:00,27,26,16.6,14.8,90,574,23.2,34,0,2018,07,29,03
7/29/2018 4:00,24,24,16.6,14.9,88,574,23.2,33,0,2018,07,29,04
7/29/2018 5:00,31,41,16.6,15.1,86,574,23.5,32,0,2018,07,29,05
7/29/2018 6:00,40,44,16.6,15.8,79,574,23.8,30,0,2018,07,29,06
7/29/2018 7:00,43,52,16.6,16.9,74,574,24.2,29,0,2018,07,29,07
7/29/2018 8:00,52,44,16.6,19.3,63,575,26.5,26,0,2018,07,29,08
7/29/2018 9:00,31,15,16.6,20.2,60,575,29.7,22,0,2018,07,29,09
7/29/2018 10:00,14,22,16.6,19.9,60,575,29.4,22,0,2018,07,29,10
7/29/2018 11:00,22,28,16.6,21.1,56,575,30.5,21,0,2018,07,29,11
7/29/2018 12:00,23,26,16.6,21.9,52,574,31,19,0,2018,07,29,12
7/29/2018 13:00,23,28,16.6,22.8,50,574,31.9,19,0,2018,07,29,13
7/29/2018 15:00,99999,19,14.8,16.1,87,573,22.9,35,384,2018,07,29,15
7/29/2018 16:00,95000,23,16.6,16,80,573,20.4,39,0,2018,07,29,16
7/29/2018 17:00,53,81,16.6,17.5,71,573,23.4,31,0,2018,07,29,17
7/29/2018 18:00,99999,88,16.2,17.6,65,573,24.6,27,384,2018,07,29,18
7/29/2018 19:00,51698,60,16.6,17.2,66,574,24.1,27,0,2018,07,29,19
7/29/2018 20:00,33,7,16.6,15.4,81,575,24.4,29,0,2018,07,29,20
7/29/2018 21:00,9,23,16.6,14.5,81,575,23.4,30,0,2018,07,29,21
7/29/2018 22:00,27,30,16.6,15.1,76,574,23.3,29,0,2018,07,29,22
7/29/2018 23:00,25,19,16.6,16,67,574,23.8,27,0,2018,07,29,23
7/30/2018 0:00,21,19,16.6,15,79,575,23.9,29,0,2018,07,30,00
7/30/2018 1:00,15,20,16.6,14.6,82,574,23.5,31,0,2018,07,30,01
7/30/2018 2:00,17,8,16.6,15.4,72,574,23.4,28,0,2018,07,30,02
7/30/2018 3:00,6,6,16.6,15.7,69,574,23.4,28,0,2018,07,30,03
7/30/2018 4:00,10,14,16.6,15.6,69,574,23.4,27,0,2018,07,30,04
7/30/2018 5:00,16,18,16.6,14.3,77,574,23,29,0,2018,07,30,05
7/30/2018 6:00,37,69,16.6,15.1,73,574,23,28,0,2018,07,30,06
7/30/2018 7:00,93,125,16.6,16.9,69,574,24.3,26,0,2018,07,30,07
7/30/2018 8:00,107,74,16.6,17.7,69,574,26.2,25,0,2018,07,30,08
7/30/2018 9:00,43,42,16.6,19.4,62,575,28.7,23,0,2018,07,30,09
7/30/2018 10:00,36,34,16.6,20,61,575,30.4,21,0,2018,07,30,10
7/30/2018 11:00,30,35,16.6,21.6,56,574,31,21,0,2018,07,30,11
7/30/2018 12:00,42,41,16.6,22.1,55,574,32.5,19,0,2018,07,30,12
7/30/2018 13:00,31,31,16.6,22.2,57,573,32.2,20,0,2018,07,30,13
7/30/2018 14:00,25,29,16.6,22.3,57,573,32.1,20,0,2018,07,30,14
7/30/2018 15:00,28,28,16.6,22.6,53,572,32,20,0,2018,07,30,15
7/30/2018 16:00,30,27,16.6,22.8,50,572,32.2,18,0,2018,07,30,16
7/30/2018 17:00,30,41,16.6,22,54,572,31.4,20,0,2018,07,30,17
7/30/2018 18:00,42,56,16.6,20.2,64,573,29.7,23,0,2018,07,30,18
7/30/2018 19:00,56,47,16.6,19.1,65,573,28.2,24,0,2018,07,30,19
7/30/2018 20:00,42,52,16.6,18,67,573,26.9,25,0,2018,07,30,20
7/30/2018 21:00,59,64,16.6,17.1,75,574,26.1,28,0,2018,07,30,21
7/30/2018 22:00,58,60,16.6,17.1,76,574,25.4,29,0,2018,07,30,22
7/30/2018 23:00,43,29,16.6,15.6,82,574,24.9,29,0,2018,07,30,23
7/31/2018 0:00,25,31,16.7,14.1,92,574,22.7,34,0,2018,07,31,00
7/31/2018 1:00,31,29,16.6,14.6,86,574,22.5,33,0,2018,07,31,01
7/31/2018 2:00,27,28,16.6,14.4,85,573,22.6,33,0,2018,07,31,02
7/31/2018 3:00,25,25,16.6,14.2,88,574,22.4,34,0,2018,07,31,03
7/31/2018 4:00,29,31,16.6,13.9,93,574,22.4,35,0,2018,07,31,04
7/31/2018 5:00,24,17,16.6,13.8,94,575,22.3,36,0,2018,07,31,05
7/31/2018 6:00,14,27,16.6,13.4,95,575,21.8,36,0,2018,07,31,06
7/31/2018 7:00,37,59,16.6,14.4,86,575,22.2,33,0,2018,07,31,07
7/31/2018 8:00,83,108,16.6,16.8,71,575,23.8,29,0,2018,07,31,08
7/31/2018 9:00,75,80,16.6,19.5,57,574,27.4,22,0,2018,07,31,09
7/31/2018 10:00,65,50,16.6,20.2,57,574,29.6,21,0,2018,07,31,10
7/31/2018 11:00,41,42,16.6,21.6,51,574,31,19,0,2018,07,31,11
7/31/2018 12:00,43,43,16.6,21.9,51,574,32,18,0,2018,07,31,12
7/31/2018 13:00,42,42,16.6,22.5,52,573,32.6,18,0,2018,07,31,13
7/31/2018 14:00,49,49,16.6,23.2,50,573,33.6,17,0,2018,07,31,14
7/31/2018 15:00,45,44,16.6,23.1,50,573,33.9,17,0,2018,07,31,15
7/31/2018 16:00,40,49,16.6,21.5,55,572,32.7,18,0,2018,07,31,16
7/31/2018 17:00,55,65,16.6,20.3,55,573,29.8,19,0,2018,07,31,17
7/31/2018 18:00,78,104,16.6,20.3,60,573,29.1,22,0,2018,07,31,18
7/31/2018 19:00,141,193,16.6,19,68,573,28.2,24,0,2018,07,31,19
7/31/2018 20:00,196,182,16.6,18.6,72,573,27.3,25,0,2018,07,31,20
7/31/2018 21:00,153,143,16.6,18.3,73,574,26.9,26,0,2018,07,31,21
7/31/2018 22:00,126,140,16.6,17.7,78,574,26.5,28,0,2018,07,31,22
7/31/2018 23:00,116,99,16.6,17.6,78,574,26.2,29,0,2018,07,31,23
8/1/2018 0:00,48,14,16.7,14.9,85,574,24.3,30,0,2018,08,01,00
8/1/2018 1:00,22,32,16.6,15.7,81,573,23.1,33,0,2018,08,01,01
8/1/2018 2:00,35,42,16.6,15.5,83,573,23.4,32,0,2018,08,01,02
8/1/2018 3:00,46,52,16.6,15,84,573,23.1,32,0,2018,08,01,03
8/1/2018 4:00,46,44,16.6,15.1,82,573,23,32,0,2018,08,01,04
8/1/2018 5:00,46,54,16.6,15.1,80,574,23,31,0,2018,08,01,05
8/1/2018 7:00,99999,136,16.1,17.6,71,574,19.9,39,384,2018,08,01,07
8/1/2018 8:00,55038,75,16.6,19.6,65,574,24.1,31,0,2018,08,01,08
8/1/2018 9:00,51,54,16.6,20.1,63,574,28.3,25,0,2018,08,01,09
8/1/2018 10:00,42,21,16.6,20.2,66,574,30.1,23,0,2018,08,01,10
8/1/2018 11:00,32,42,16.6,21.2,61,574,30.6,22,0,2018,08,01,11
8/1/2018 12:00,42,40,16.6,21.4,60,574,32,21,0,2018,08,01,12
8/1/2018 13:00,37,39,16.6,23.4,54,573,32.4,20,0,2018,08,01,13
8/1/2018 14:00,38,43,16.6,24.2,51,573,34.5,18,0,2018,08,01,14
8/1/2018 15:00,43,45,16.6,23.5,55,572,34.5,18,0,2018,08,01,15
8/1/2018 16:00,47,51,16.7,22.6,58,573,32.5,20,0,2018,08,01,16
8/1/2018 17:00,58,69,16.6,23,57,573,32.8,20,0,2018,08,01,17
8/1/2018 18:00,67,76,16.6,21.6,62,573,30.9,22,0,2018,08,01,18
8/1/2018 19:00,81,104,16.6,20.2,70,573,29.2,25,0,2018,08,01,19
8/1/2018 20:00,131,152,16.6,19,76,573,28,27,0,2018,08,01,20
8/1/2018 21:00,126,108,16.6,18.6,77,574,27.2,28,0,2018,08,01,21
8/1/2018 22:00,105,120,16.6,18,80,574,26.7,29,0,2018,08,01,22
8/1/2018 23:00,112,114,16.6,17.5,76,574,26.1,28,0,2018,08,01,23
8/2/2018 0:00,100,96,16.6,16.9,73,574,25.5,27,0,2018,08,02,00
8/2/2018 1:00,78,66,16.6,16.8,65,573,25,25,0,2018,08,02,01
8/2/2018 2:00,62,62,16.6,16.6,70,573,24.8,27,0,2018,08,02,02
8/2/2018 3:00,59,55,16.6,16.4,74,573,24.6,28,0,2018,08,02,03
8/2/2018 4:00,51,59,16.6,16.5,75,573,24.8,28,0,2018,08,02,04
8/2/2018 5:00,70,83,16.6,15.5,82,573,24.3,29,0,2018,08,02,05
8/2/2018 6:00,65,61,16.6,16.3,80,574,24.4,30,0,2018,08,02,06
8/2/2018 7:00,80,117,16.6,16.6,81,574,25.1,29,0,2018,08,02,07
8/2/2018 8:00,96,83,16.6,17,81,575,25.5,30,0,2018,08,02,08
8/2/2018 9:00,63,54,16.6,18.9,73,575,27.5,27,0,2018,08,02,09
8/2/2018 10:00,50,56,16.6,20.6,66,575,30.2,23,0,2018,08,02,10
8/2/2018 11:00,41,43,16.6,20.8,67,574,31,23,0,2018,08,02,11
8/2/2018 12:00,43,44,16.6,21.7,66,574,31.4,23,0,2018,08,02,12
8/2/2018 13:00,46,51,16.6,24.6,52,573,33.6,19,0,2018,08,02,13
8/2/2018 14:00,36,32,16.7,22.8,62,573,34.4,19,0,2018,08,02,14
8/2/2018 15:00,33,38,16.7,22.1,66,573,31.8,23,0,2018,08,02,15
8/2/2018 16:00,39,43,16.6,22.6,63,572,32.3,22,0,2018,08,02,16
8/2/2018 17:00,35,45,16.6,21.8,66,573,31.2,24,0,2018,08,02,17
8/2/2018 18:00,44,44,16.6,21,68,573,29.8,25,0,2018,08,02,18
8/2/2018 19:00,48,52,16.6,20.5,69,573,28.9,26,0,2018,08,02,19
8/2/2018 20:00,77,111,16.6,19.6,73,573,28.4,27,0,2018,08,02,20
8/2/2018 21:00,134,180,16.6,19,78,574,27.9,28,0,2018,08,02,21
8/2/2018 22:00,157,140,16.6,18.1,81,574,27,29,0,2018,08,02,22
8/2/2018 23:00,110,85,16.6,17.5,82,574,26.2,30,0,2018,08,02,23
8/3/2018 0:00,73,69,16.6,17.1,83,573,25.7,31,0,2018,08,03,00
8/3/2018 1:00,78,109,16.6,16.5,84,574,25.3,31,0,2018,08,03,01
8/3/2018 2:00,79,55,16.6,16.2,83,573,24.7,31,0,2018,08,03,02
8/3/2018 3:00,47,32,16.6,16,90,574,24.6,34,0,2018,08,03,03
8/3/2018 4:00,22,22,16.6,16.1,83,574,24.4,32,0,2018,08,03,04
8/3/2018 5:00,32,41,16.6,15.8,87,573,24.3,33,0,2018,08,03,05
8/3/2018 6:00,52,84,16.6,15.9,86,573,23.8,33,0,2018,08,03,06
8/3/2018 7:00,102,137,16.6,17.9,76,574,25.4,29,0,2018,08,03,07
8/3/2018 8:00,94,43,16.6,17.7,72,575,26.6,26,0,2018,08,03,08
8/3/2018 9:00,36,36,16.6,21.1,55,575,29.2,21,0,2018,08,03,09
8/3/2018 10:00,29,34,16.6,22.9,47,574,33,17,0,2018,08,03,10
8/3/2018 11:00,27,31,16.7,22.7,50,574,33.3,17,0,2018,08,03,11
8/3/2018 12:00,36,33,16.6,23.8,48,573,33.6,17,0,2018,08,03,12
8/3/2018 13:00,34,34,16.6,24.6,47,573,34.5,17,0,2018,08,03,13
8/3/2018 14:00,30,27,16.6,23.8,53,572,34.5,18,0,2018,08,03,14
8/3/2018 15:00,34,37,16.6,22.4,57,572,33.1,19,0,2018,08,03,15
8/3/2018 16:00,34,52,16.7,16.9,85,573,27.7,27,0,2018,08,03,16
8/3/2018 17:00,74,111,16.6,18.4,80,572,26,31,0,2018,08,03,17
8/3/2018 18:00,111,121,16.6,19.9,80,573,27.6,30,0,2018,08,03,18
8/3/2018 19:00,93,79,16.6,19,73,573,27.6,27,0,2018,08,03,19
8/3/2018 20:00,83,103,16.6,18.4,81,574,27,29,0,2018,08,03,20
8/3/2018 21:00,105,115,16.6,18.1,85,574,26.9,31,0,2018,08,03,21
8/3/2018 22:00,114,115,16.6,17.5,88,574,26.5,31,0,2018,08,03,22
8/3/2018 23:00,83,72,16.6,17,88,574,25.7,32,0,2018,08,03,23
8/4/2018 0:00,46,15,16.7,15.3,92,574,24.6,33,0,2018,08,04,00
8/4/2018 1:00,16,13,16.7,14.1,95,574,22.8,35,0,2018,08,04,01
8/4/2018 2:00,14,19,16.6,14.2,92,574,21.9,36,0,2018,08,04,02
8/4/2018 3:00,16,14,16.6,14.6,89,574,21.8,36,0,2018,08,04,03
8/4/2018 4:00,23,29,16.6,14.3,92,574,22.3,36,0,2018,08,04,04
8/4/2018 5:00,24,22,16.6,14.4,87,574,22.5,34,0,2018,08,04,05
8/4/2018 6:00,15,18,16.6,14.7,81,574,22.6,32,0,2018,08,04,06
8/4/2018 7:00,26,29,16.6,15.5,77,575,23.1,30,0,2018,08,04,07
8/4/2018 8:00,33,31,16.6,16.7,71,575,24.4,28,0,2018,08,04,08
8/4/2018 9:00,31,41,16.6,18.8,65,575,27,25,0,2018,08,04,09
8/4/2018 10:00,40,49,16.6,17.7,78,575,27.9,26,0,2018,08,04,10
8/4/2018 11:00,48,46,16.6,17.5,80,575,27.3,28,0,2018,08,04,11
8/4/2018 12:00,36,23,16.7,16,87,575,26.3,29,0,2018,08,04,12
8/4/2018 13:00,27,43,16.6,17.7,78,574,26.4,29,0,2018,08,04,13
8/4/2018 14:00,46,49,16.6,18.5,75,574,28.3,26,0,2018,08,04,14
8/4/2018 15:00,39,37,16.6,19.1,71,573,29,25,0,2018,08,04,15
8/4/2018 16:00,33,35,16.6,19.7,66,573,29.1,24,0,2018,08,04,16
8/4/2018 17:00,35,35,16.6,19.8,67,574,29.6,23,0,2018,08,04,17
8/4/2018 18:00,41,50,16.6,18.5,75,574,28.1,26,0,2018,08,04,18
8/4/2018 19:00,43,29,16.6,17.7,84,574,26.8,30,0,2018,08,04,19
8/4/2018 20:00,27,26,16.6,17.1,90,575,25.9,33,0,2018,08,04,20
8/4/2018 21:00,20,16,16.6,15.9,90,575,25.3,32,0,2018,08,04,21
8/4/2018 22:00,13,31,16.6,15.2,94,575,23.5,35,0,2018,08,04,22
8/4/2018 23:00,32,33,16.6,15.8,90,575,23.9,35,0,2018,08,04,23
8/5/2018 0:00,35,34,16.6,15.8,88,575,24.2,33,0,2018,08,05,00
8/5/2018 1:00,36,45,16.6,15.5,92,574,24.2,34,0,2018,08,05,01
8/5/2018 2:00,41,41,16.6,15.3,94,574,24.2,34,0,2018,08,05,02
8/5/2018 3:00,38,39,16.6,15.8,91,574,24.5,34,0,2018,08,05,03
8/5/2018 4:00,30,18,16.6,15.1,94,574,24.2,34,0,2018,08,05,04
8/5/2018 5:00,12,15,16.6,14.8,95,574,23.9,34,0,2018,08,05,05
8/5/2018 6:00,14,24,16.6,14.9,92,575,23.9,34,0,2018,08,05,06
8/5/2018 7:00,39,66,16.6,16.9,82,575,24.5,33,0,2018,08,05,07
8/5/2018 8:00,47,33,16.6,19.7,64,575,28.2,25,0,2018,08,05,08
8/5/2018 9:00,29,26,16.6,20.5,61,575,31,21,0,2018,08,05,09
8/5/2018 10:00,28,26,16.6,20.3,63,575,31.8,20,0,2018,08,05,10
8/5/2018 11:00,16,25,16.6,20,68,574,30.9,22,0,2018,08,05,11
8/5/2018 12:00,18,26,16.6,20.4,66,574,30.5,23,0,2018,08,05,12
8/5/2018 13:00,35,39,16.6,20.8,65,574,30.3,23,0,2018,08,05,13
8/5/2018 14:00,32,27,16.6,19.2,75,573,29.7,25,0,2018,08,05,14
8/5/2018 15:00,37,43,16.6,19.4,67,573,28.3,24,0,2018,08,05,15
8/5/2018 16:00,38,38,16.6,21.4,51,573,29.5,20,0,2018,08,05,16
8/5/2018 17:00,35,23,16.6,17.7,74,574,29.4,22,0,2018,08,05,17
8/5/2018 18:00,14,35,16.7,14.7,87,574,24.3,30,0,2018,08,05,18
8/5/2018 19:00,76,119,16.6,15.4,86,574,23.4,32,0,2018,08,05,19
8/5/2018 20:00,71,19,16.6,15.6,82,574,23.4,32,0,2018,08,05,20
8/5/2018 21:00,32,42,16.6,15.5,83,574,23.3,32,0,2018,08,05,21
8/5/2018 22:00,41,48,16.6,15.3,88,575,23.7,33,0,2018,08,05,22
8/6/2018 4:00,99999,20,16.1,14.7,88,574,13.3,65,384,2018,08,06,04
8/6/2018 5:00,58345,44,16.6,14.6,92,574,18.5,47,0,2018,08,06,05
8/6/2018 6:00,51,56,16.6,14.6,93,575,22,37,0,2018,08,06,06
8/6/2018 7:00,46,39,16.6,14,93,575,22.5,34,0,2018,08,06,07
8/6/2018 8:00,63,90,16.6,14.8,92,575,22.6,35,0,2018,08,06,08
